tconst,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt2862166,Murder in Paradise,0,2013,\N,\N,"Crime,Drama,Horror",7.2,231.0
tt2864886,Four Brothers. Or Three. Wait ... Three.,0,2013,\N,5,"Action,Comedy,Horror",7.4,12.0
tt2864958,Legitimate,0,2013,\N,6,"Horror,Short,Thriller",6.2,6.0
tt2865072,Behind the Bush,0,2013,\N,13,"Horror,Short",6.4,31.0
tt2865148,Unbitten,0,2013,\N,20,"Action,Comedy,Horror",8.6,5.0
tt2865246,Butterfly Dust,0,2013,\N,16,"Drama,Horror,Short",6.9,11.0
tt2865876,No Good Deed,0,2013,\N,24,"Action,Fantasy,Horror",7.3,10.0
tt2866360,Coherence,0,2013,\N,89,"Drama,Horror,Mystery",7.2,110426.0
tt2869762,Panzer Chocolate,0,2013,\N,84,"Horror,Mystery",3.6,164.0
tt2870368,The Banishing,0,2013,\N,12,"Horror,Short",6.5,117.0
tt2870372,Nightwatch,0,2013,\N,12,"Horror,Short,Thriller",7.2,9.0
tt2870390,Arbor Day,0,2013,\N,12,"Horror,Sci-Fi,Short",8.0,9.0
tt2870612,"As Above, So Below",0,2014,\N,93,"Horror,Mystery,Thriller",6.2,78775.0
tt2870936,Das Werwolfspiel,0,2013,\N,94,"Horror,Mystery,Thriller",2.6,14.0
tt2871134,Pilot,0,2013,\N,43,"Drama,Horror",7.7,232.0
tt2872488,My Haunted House,0,2013,\N,\N,Horror,7.5,678.0
tt2872724,Out of the Dark,0,2014,\N,92,"Horror,Thriller",4.8,4037.0
tt2872810,Mischief Night,0,2013,\N,87,"Drama,Horror,Thriller",4.6,1726.0
tt2872830,Queen of the Damned: The Music of Lestat,0,2012,\N,\N,"Horror,Short",7.8,17.0
tt2872832,Queen of the Damned: Creating the Vampires,0,2012,\N,\N,"Horror,Short",7.0,8.0
tt2872902,Camp 139,0,2013,\N,78,Horror,3.7,62.0
tt2875776,Reversed,0,2013,\N,64,Horror,5.6,10.0
tt2875816,Ella: An Experimental Art House Horror Short Film,0,2013,\N,16,"Fantasy,Horror,Short",7.8,12.0
tt2875950,The Pact,0,2013,\N,\N,Horror,4.7,15.0
tt2875968,Skid Row,0,2013,\N,96,"Action,Crime,Horror",7.8,16.0
tt2876060,Who Am I?,0,2013,\N,42,"Drama,Horror,Romance",8.9,938.0
tt2876460,Torn: A Shock Youmentary,0,2014,\N,92,"Drama,Horror,Thriller",7.2,33.0
tt2876666,The Crann Doll,0,2012,\N,21,"Drama,Horror,Short",4.8,8.0
tt2877194,Bloodlust of the Druid Overlords,0,2013,\N,30,"Action,History,Horror",6.4,5.0
tt2878118,Los dinosaurios ya no viven aquí,0,2013,\N,24,"Drama,Horror,Short",6.4,10.0
tt2879032,The Shadow Out of Time,0,2012,\N,15,"Horror,Short",7.2,38.0
tt2879460,Always and Forever,0,2013,\N,60,"Drama,Fantasy,Horror",8.5,2030.0
tt2880180,"Hook, Lines & Murder",0,2013,\N,44,"Crime,Drama,Horror",8.6,5.0
tt2881038,Prey,0,2011,\N,14,"Horror,Short",5.8,9.0
tt2881466,Point Mugu,0,2013,\N,26,"Drama,Horror,Short",5.9,9.0
tt2881698,Skinwalker Ranch,0,2013,\N,86,"Horror,Mystery,Sci-Fi",5.1,4222.0
tt2882384,The Drain,0,2013,\N,9,"Horror,Mystery,Sci-Fi",5.5,13.0
tt2882700,Pali Andjeo,0,2013,\N,96,Horror,4.8,5.0
tt2882854,Dead Still,0,2014,\N,94,"Horror,Sci-Fi,Thriller",3.5,553.0
tt2883236,Abe,0,2013,\N,9,"Horror,Sci-Fi,Short",6.7,1404.0
tt2883352,White Settlers,0,2014,\N,79,"Horror,Mystery,Thriller",4.7,2368.0
tt2883624,Wisp,0,2013,\N,76,"Horror,Sci-Fi,Thriller",5.3,18.0
tt2883630,The Bitch That Cried Wolf,0,2014,\N,\N,Horror,5.3,22.0
tt2883856,Fantasm,0,2013,\N,56,"Documentary,Horror",7.9,10.0
tt2885296,Young Harvest,0,2013,\N,85,"Comedy,Horror,Thriller",7.1,47.0
tt2885364,Willow Creek,0,2013,\N,80,"Horror,Mystery,Thriller",5.1,10592.0
tt2885628,Nina Forever,0,2015,\N,98,"Comedy,Drama,Horror",5.6,4513.0
tt2886718,The Campground,0,2013,\N,54,Horror,5.0,40.0
tt2887040,Daddy,0,2012,\N,4,"Horror,Short",5.6,34.0
tt2887134,Saving Face,0,2012,\N,2,"Horror,Short",6.0,8.0
tt2887840,Inner Demon,0,2014,\N,84,"Horror,Thriller",4.8,457.0
tt2887876,From the Darkness Theatre,0,2013,\N,12,"Drama,Horror,Short",7.2,11.0
tt2888068,Cowboy Zombies,0,2013,\N,88,Horror,2.6,200.0
tt2889814,Drink the Gloom,0,2013,\N,15,"Fantasy,Horror,Sci-Fi",6.5,6.0
tt2890160,Picnic,0,2013,\N,8,"Action,Adventure,Horror",5.2,8.0
tt2890572,Tabloid Vivant,0,2016,\N,105,"Drama,Horror,Mystery",6.8,74.0
tt2891178,Erin Bares It All,0,2012,\N,\N,"Comedy,Horror",6.3,11.0
tt2891184,Meet the Nymphos,0,2012,\N,\N,"Comedy,Horror",6.5,15.0
tt2891196,Orgy Scheming,0,2012,\N,\N,"Comedy,Horror",6.4,11.0
tt2891200,Sex Climax,0,2012,\N,\N,"Comedy,Horror",6.9,12.0
tt2891202,Get on That Pole!,0,2012,\N,\N,"Comedy,Horror",6.3,12.0
tt2891212,Banana Sex Olympics,0,2012,\N,\N,"Comedy,Horror",6.5,11.0
tt2891216,Sexy Truth or Sexy Dare,0,2012,\N,\N,"Comedy,Horror",6.1,13.0
tt2891218,Sex in a Bottle,0,2012,\N,\N,"Comedy,Horror",6.6,11.0
tt2891228,No mires ahí,0,2013,\N,15,"Drama,Horror,Mystery",6.4,50.0
tt2891234,The 6th Friend,0,2016,\N,85,Horror,4.3,403.0
tt2891258,Tales of the Scarecrow Man,0,2013,\N,8,"Horror,Short",8.4,26.0
tt2891716,Progeny,0,2013,\N,30,"Fantasy,Horror",8.1,8.0
tt2891774,Shadow Zombie,0,2013,\N,73,"Drama,Fantasy,Horror",6.1,44.0
tt2892770,Summons,0,2014,\N,44,"Drama,Fantasy,Horror",7.1,465.0
tt2892898,Ghost Trek: Goomba Body Snatchers Mortuary Lockdown,0,2013,\N,32,"Horror,Short",7.4,12.0
tt2893156,Vampyre Web,0,2013,\N,\N,Horror,8.4,20.0
tt2894080,Message in the Blood,0,2013,\N,\N,"Horror,Thriller",6.5,6.0
tt2894098,Face of Beauty,0,2013,\N,\N,"Horror,Thriller",6.3,6.0
tt2894100,Up All Night,0,2013,\N,\N,"Horror,Thriller",6.5,6.0
tt2894118,The Art of Murder II,0,2013,\N,\N,"Horror,Thriller",7.6,5.0
tt2896508,Following the Wicca Man,0,2013,\N,108,"Horror,Mystery,Thriller",3.3,24.0
tt2897016,Spellbound,0,2013,\N,43,"Horror,Reality-TV,Sci-Fi",8.1,7.0
tt2897120,Motel,0,2012,\N,11,"Horror,Short",7.0,6.0
tt2898122,The Asylum of Dr. Caligari,0,2013,\N,\N,"Horror,Short",8.9,8.0
tt2898904,Paranormal Highway,0,2017,\N,93,"Horror,Mystery,Sci-Fi",2.4,143.0
tt2900624,All Hallows' Eve,0,2013,\N,83,"Horror,Thriller",5.1,6008.0
tt2900674,French Kiss of Death,0,2013,\N,44,"Crime,Drama,Horror",7.8,6.0
tt2900822,Torment,0,2013,\N,82,"Horror,Thriller",4.7,2685.0
tt2900850,The Nursery & the Closet,0,2013,\N,60,Horror,8.2,19.0
tt2900906,"R.I.P - Recherches, Investigations, Paranormal",0,2010,\N,\N,"Documentary,Horror,Mystery",7.4,108.0
tt2901522,Arrangement,0,2013,\N,15,"Drama,Horror,Mystery",8.6,9.0
tt2901896,Blood Hunt,0,2017,\N,78,"Action,Horror",4.6,426.0
tt2902200,The Crawling Dead,0,2013,\N,\N,Horror,6.0,28.0
tt2902594,KM 97,0,2013,\N,83,Horror,4.5,15.0
tt2902708,Pokun Roxy,0,2013,\N,83,"Comedy,Horror",6.6,9.0
tt2902740,Legenda,0,2012,\N,65,"Comedy,Horror",3.8,6.0
tt2903778,Dracula 2012,0,2013,\N,137,Horror,2.7,99.0
tt2903900,Gator Green,0,2013,\N,15,"Horror,Short",5.2,99.0
tt2904798,Mary Loss of Soul,0,2014,\N,89,"Drama,Horror,Mystery",3.8,207.0
tt2906012,Raju,0,2012,\N,20,"Horror,Short",5.6,5.0
tt2906684,Heaven & Hell,0,2013,\N,7,"Drama,Fantasy,Horror",7.8,8.0
tt2907458,Saving Cain,0,2013,\N,15,"Drama,Horror,Short",8.1,8.0
tt2908054,The Thing,0,2013,\N,\N,"Family,Horror",6.0,8.0
tt2908090,Zombie Killers: Elephant's Graveyard,0,2015,\N,104,Horror,2.8,425.0
tt2908340,Valley of the Witch,0,2014,\N,90,Horror,4.6,307.0
tt2908846,The Guest,0,2013,\N,5,"Horror,Short,Thriller",6.1,41.0
tt2909124,Blood Widow,0,2014,\N,84,Horror,2.9,921.0
tt2909134,"Mary, Mary",0,2013,\N,6,"Drama,Horror,Short",6.0,17.0
tt2909196,Conjoined,0,2013,\N,77,Horror,4.5,119.0
tt2909250,The Vessel,0,2013,\N,18,"Drama,Horror,Short",9.0,5.0
tt2909482,Dead Walkers: Rise of the 4th Reich,0,2013,\N,75,Horror,1.4,153.0
tt2909904,Lost a Girl,0,2015,\N,90,"Horror,Thriller",5.0,57.0
tt2910188,Zerpes,0,2013,\N,80,"Comedy,Horror",7.4,24.0
tt2910508,Dark Summer,0,2015,\N,81,"Horror,Thriller",4.3,3152.0
tt2910598,Seuls,0,2014,\N,16,"Drama,Horror,Mystery",8.3,7.0
tt2910918,Below,0,2013,\N,12,"Horror,Short,Thriller",5.0,5.0
tt2911326,Happy B-Day,0,2013,\N,9,"Comedy,Horror,Short",6.1,40.0
tt2912922,Senkyo 2,0,2013,\N,150,"Comedy,Documentary,Horror",7.7,53.0
tt2913368,Karma's a B*tch!,0,2013,\N,\N,"Crime,Drama,Horror",6.5,23.0
tt2913552,Unwanted Guest & Mirror Image,0,2013,\N,\N,Horror,7.7,12.0
tt2913922,Here There May Be Tygers,0,2013,\N,\N,"Horror,Mystery,Short",7.2,5.0
tt2914740,Deep Dark,0,2015,\N,79,"Fantasy,Horror,Mystery",5.1,2276.0
tt2914786,Gefällt mir,0,2014,\N,97,"Horror,Thriller",4.2,87.0
tt2915462,Pelle Plutt,0,2012,\N,3,"Comedy,Horror,Music",8.0,12.0
tt2916324,Seed 2,0,2014,\N,78,Horror,2.1,911.0
tt2916338,Dark Satanic Magick,0,2014,\N,\N,Horror,2.9,7.0
tt2916416,Kuime,0,2014,\N,93,Horror,6.1,1238.0
tt2916772,Territorial Behavior,0,2015,\N,80,"Horror,Mystery,Thriller",3.7,143.0
tt2917336,The Dead 2: India,0,2013,\N,98,Horror,5.1,1857.0
tt2917378,"Daisy Derkins, Dogsitter of the Damned",0,2013,\N,75,"Comedy,Horror",6.2,33.0
tt2917484,Cute Little Buggers,0,2017,\N,108,"Comedy,Horror,Sci-Fi",3.3,318.0
tt2917566,The Other One,0,2014,\N,94,"Drama,Horror,Mystery",6.6,68.0
tt2917788,Not Another Zombie Apocalypse,0,2013,\N,\N,Horror,6.9,9.0
tt2918270,A Horror Sci-Fi Picture,0,2011,\N,5,"Horror,Music,Sci-Fi",9.2,11.0
tt2918332,Silence,0,2013,\N,15,"Fantasy,Horror,Romance",5.7,6.0
tt2918436,The Lazarus Effect,0,2015,\N,83,"Horror,Mystery,Sci-Fi",5.2,41204.0
tt2918682,Shortwaves,0,2013,\N,8,"Drama,Horror,Short",5.0,5.0
tt2918758,Episode #1.3,0,2013,\N,27,"Adventure,Drama,Horror",7.6,61.0
tt2919016,A Horror Sci-Fi Picture: Director's Cut,0,2013,\N,9,"Horror,Music,Sci-Fi",9.2,11.0
tt2919086,15-05-08,0,2013,\N,17,"Horror,Short",6.9,19.0
tt2919180,Extreme Jukebox,0,2013,\N,80,"Comedy,Horror,Music",5.2,25.0
tt2919234,I Wouldn't Wish the Eighties on Anyone!,0,2013,\N,19,"Comedy,Drama,Horror",7.5,13.0
tt2920454,Zombie Sexy Girl,0,2010,\N,79,Horror,2.9,14.0
tt2920610,Maskirci,0,2013,\N,7,"Documentary,Horror,Short",7.4,8.0
tt2920782,Darksyde (Hell Walks the Earth 2),0,2020,\N,73,"Action,Comedy,Horror",6.9,10.0
tt2921178,What Lies Beyond... The Beginning,0,2014,\N,90,"Comedy,Horror",3.5,56.0
tt2921338,The Other Side,0,2014,\N,103,"Drama,Horror,Thriller",3.0,249.0
tt2922302,Los Crímenes del Día de Todos los Santos,0,2013,\N,23,"Crime,Horror,Short",8.1,15.0
tt2922322,Lust in Hell 2: Farewells,0,2010,\N,83,Horror,4.0,43.0
tt2923088,The Windmill Massacre,0,2016,\N,85,"Drama,Horror",4.8,4089.0
tt2923256,Scarred,0,2016,\N,86,Horror,2.9,123.0
tt2923526,The Tormented,0,2019,\N,80,"Drama,Horror,Thriller",3.4,28.0
tt2923866,Muktibodh,0,2013,\N,13,"Horror,Mystery,Short",7.8,20.0
tt2923936,Death Factory,0,2014,\N,80,"Fantasy,Horror,Thriller",3.3,542.0
tt2924348,The Innocent,0,2013,\N,84,Horror,2.8,23.0
tt2924352,Hayride 2,0,2015,\N,92,"Action,Horror,Thriller",3.0,648.0
tt2924442,The Pact II,0,2014,\N,96,"Horror,Mystery,Thriller",4.4,3325.0
tt2924478,Fat Chance,0,2014,\N,130,"Comedy,Horror",3.4,188.0
tt2924732,Grief,0,2014,\N,44,"Drama,Fantasy,Horror",7.5,297.0
tt2925700,Voodoo,0,2013,\N,\N,"Horror,Mystery,Short",8.7,7.0
tt2926660,Je ne suis pas Samuel Krohm,0,2013,\N,25,"Comedy,Drama,Horror",8.4,14.0
tt2926810,ABCs of Death 2,0,2014,\N,125,"Comedy,Horror",5.4,7967.0
tt2926830,Possessed,0,2013,\N,42,"Horror,Reality-TV,Sci-Fi",8.9,11.0
tt2926832,Death Valley,0,2013,\N,43,"Horror,Reality-TV,Sci-Fi",8.0,7.0
tt2926836,Bloodlust,0,2013,\N,43,"Horror,Reality-TV,Sci-Fi",8.3,7.0
tt2927046,Other Madnesses,0,2015,\N,102,"Drama,Horror,Thriller",6.7,24.0
tt2927090,Complications,0,2013,\N,\N,"Horror,Short",6.8,6.0
tt2927582,Dead Ringer,0,2015,\N,\N,"Horror,Thriller",5.1,11.0
tt2929652,Road Games,0,2015,\N,95,"Drama,Horror,Mystery",5.4,3333.0
tt2930134,Akuryô byôtô,0,2013,\N,24,Horror,6.0,35.0
tt2930426,Blood Mercury,0,2014,\N,70,"Action,Horror,Sci-Fi",4.9,30.0
tt2930668,Human Resources,0,2014,\N,75,"Horror,Thriller",6.4,21.0
tt2930710,O Coração que Falava Demais,0,2013,\N,37,"Crime,Horror,Short",6.9,10.0
tt2930740,True Lies,0,2013,\N,42,"Drama,Fantasy,Horror",8.1,1280.0
tt2930828,Cowboys vs. Zombies,0,2014,\N,85,"Action,Horror",3.0,18.0
tt2931160,Trapped & Retreat,0,2013,\N,\N,Horror,7.8,13.0
tt2931376,The Wake,0,2017,\N,86,Horror,4.6,597.0
tt2931446,Infected,0,2013,\N,43,"Drama,Horror,Thriller",8.4,9504.0
tt2931604,Mea Culpa,0,2013,\N,10,"Drama,Horror,Short",6.5,10.0
tt2931876,Dead Island: No Retreat,0,2013,\N,8,"Action,Horror,Short",7.3,57.0
tt2932498,Cut Her Out,0,2014,\N,88,"Horror,Thriller",3.9,89.0
tt2932532,Bite,0,2015,\N,90,"Comedy,Crime,Horror",3.8,322.0
tt2932536,47 Meters Down,0,2017,\N,89,"Adventure,Drama,Horror",5.7,49377.0
tt2932592,Last Bus Home,0,2013,\N,4,"Drama,Horror,Mystery",5.3,53.0
tt2933672,Servant to Two Masters,0,2013,\N,41,"Drama,Horror,Romance",8.0,418.0
tt2933674,Come to Die,0,2013,\N,41,"Drama,Horror,Romance",8.2,459.0
tt2933676,Four Roses,0,2014,\N,41,"Drama,Horror,Romance",8.3,450.0
tt2933678,Let There Be Light,0,2014,\N,41,"Drama,Horror,Romance",8.6,570.0
tt2933700,Croaker,0,2013,\N,71,Horror,7.1,62.0
tt2933968,Amerikan Holokaust,0,2013,\N,80,Horror,5.6,70.0
tt2934352,Tokyo Halloween Night,0,2013,\N,24,"Comedy,Fantasy,Horror",6.0,6.0
tt2935250,Teen Wolf: Back to the Pack,0,2013,\N,42,"Drama,Horror,Thriller",9.1,88.0
tt2935390,The Snare,0,2017,\N,90,"Horror,Mystery,Thriller",3.5,4271.0
tt2935400,Fasírt,0,2014,\N,17,"Comedy,Horror,Short",7.5,13.0
tt2935550,Cat Demon,0,2013,\N,1,"Horror,Short",6.5,8.0
tt2935974,Siberia,0,2013,\N,\N,"Adventure,Drama,Horror",7.2,3271.0
tt2936024,"Fear Town, USA",0,2014,\N,92,"Comedy,Horror",5.7,174.0
tt2936408,Bhoner: The Movie,0,2013,\N,51,"Comedy,Horror",5.0,8.0
tt2936432,Château de Raray,0,2011,\N,\N,"Documentary,Horror,Mystery",9.0,5.0
tt2936454,Le Château de Predjama,0,2012,\N,\N,"Documentary,Horror,Mystery",8.0,6.0
tt2936468,Le Château de Fougeret,0,2012,\N,\N,"Documentary,Horror,Mystery",8.4,7.0
tt2936502,La forteresse de Bonaguil,0,2012,\N,\N,"Documentary,Horror,Mystery",8.4,7.0
tt2936506,La crêperie Bretonne,0,2013,\N,\N,"Documentary,Horror,Mystery",8.4,7.0
tt2936510,L'Abbaye de Mortemer,0,2012,\N,\N,"Documentary,Horror,Mystery",7.8,6.0
tt2936516,L'abbaye de Lucedio,0,2011,\N,\N,"Documentary,Horror,Mystery",8.3,7.0
tt2936530,Hotel du Val Sinestra,0,2011,\N,\N,"Documentary,Horror,Mystery",8.3,7.0
tt2936534,La Villa di Corliano,0,2013,\N,\N,"Documentary,Horror,Mystery",8.2,6.0
tt2936540,Le château de Malaspina,0,2013,\N,\N,"Documentary,Horror,Mystery",8.6,7.0
tt2936586,Le Manoir du Tertres,0,2012,\N,\N,"Documentary,Horror,Mystery",8.0,6.0
tt2936588,Château de Martinvast,0,2011,\N,\N,"Documentary,Horror,Mystery",8.0,6.0
tt2937080,Midnight Man,0,2013,\N,89,Horror,5.7,44.0
tt2937366,Little Evil,0,2017,\N,94,"Comedy,Horror",5.7,19092.0
tt2938066,The Midnighters,0,2016,\N,86,"Crime,Drama,Horror",5.9,135.0
tt2938230,The Devil's Woods,0,2015,\N,73,"Drama,Horror,Mystery",3.1,211.0
tt2938282,Porcelain Rising,0,2013,\N,6,"Horror,Short",4.6,81.0
tt2938422,Twenty-First Slaughter,0,2010,\N,24,"Animation,Drama,Horror",8.1,34.0
tt2938834,Bruised,0,2013,\N,17,"Horror,Short",8.3,11.0
tt2939094,Until Death,0,2013,\N,65,"Drama,Horror",5.7,9.0
tt2939280,4 Walls of Hell,0,2013,\N,\N,"Horror,Short",9.0,12.0
tt2939454,Fairy Pulp Tales,0,2012,\N,\N,"Horror,Musical,Short",9.0,23.0
tt2939756,Charmed to Death,0,2013,\N,45,"Crime,Drama,Horror",7.4,8.0
tt2939780,Hotel Nowhere,0,2013,\N,42,"Horror,Reality-TV,Sci-Fi",8.0,13.0
tt2939792,Die Rückkehr der Gabelstaplerfahrer,0,2013,\N,35,"Adult,Comedy,Horror",2.1,74.0
tt2940782,Liebe,0,2013,\N,4,"Horror,Romance,Short",7.1,33.0
tt2941258,Ridge War Z,0,2013,\N,89,"Horror,Sci-Fi,Thriller",2.5,144.0
tt2941312,Eljövetel (Coming),0,2013,\N,20,"Horror,Mystery,Short",7.2,20.0
tt2941436,Estrela Radiante,0,2013,\N,25,"Horror,Sci-Fi,Short",6.2,5.0
tt2941494,Dead of Winter,0,2013,\N,9,"Drama,Horror,Short",7.4,7.0
tt2942620,Spirit in the Woods,0,2014,\N,79,"Horror,Mystery",4.0,629.0
tt2942728,El misterio de Vera Drudi,0,2013,\N,100,Horror,2.4,5.0
tt2943332,Psychedelic Breakfast,0,2013,\N,6,"Fantasy,Horror,Short",6.9,21.0
tt2943398,Wormbug,0,2013,\N,13,"Comedy,Horror,Short",4.0,7.0
tt2943556,Beneath,0,2014,\N,76,"Horror,Mystery,Thriller",6.0,37.0
tt2943632,L'hôtel du Louvres,0,2013,\N,\N,"Documentary,Horror,Mystery",9.0,9.0
tt2943946,The Circle,0,2017,\N,93,"Drama,Horror,Thriller",4.9,396.0
tt2944198,Backcountry,0,2014,\N,92,"Adventure,Drama,Horror",6.0,19130.0
tt2944204,Masochist,0,2013,\N,\N,"Horror,Short",8.9,8.0
tt2944424,The Rohl Farms Haunting,0,2013,\N,84,"Drama,Horror,Mystery",3.4,168.0
tt2945578,Spores,0,2011,\N,72,"Horror,Sci-Fi",4.3,82.0
tt2945892,Limbo,0,2014,\N,105,Horror,5.4,239.0
tt2946354,Tub Boy,0,2013,\N,3,"Horror,Short",3.7,16.0
tt2946610,Christmas at Draculas,0,2015,\N,\N,"Comedy,Drama,Horror",5.3,6.0
tt2946858,Hunters,0,2016,\N,96,Horror,3.4,141.0
tt2947168,Late Submission,0,2013,\N,13,"Comedy,Horror,Short",8.0,5.0
tt2947404,HSP: There Is No Escape from the Terrors of the Mind,0,2013,\N,120,"Fantasy,Horror,Mystery",7.6,9.0
tt2947556,Lady of Csejte,0,2015,\N,106,Horror,3.8,491.0
tt2948078,Lake Eerie,0,2016,\N,104,"Horror,Sci-Fi,Thriller",4.8,5780.0
tt2948160,Corbin Nash,0,2018,\N,94,"Action,Horror,Thriller",5.0,4197.0
tt2948566,Bleed,0,2016,\N,82,"Horror,Thriller",3.5,1591.0
tt2948628,Indifference,0,2013,\N,42,"Drama,Horror,Thriller",8.0,8925.0
tt2948630,Live Bait,0,2013,\N,42,"Drama,Horror,Thriller",7.8,9380.0
tt2948632,Isolation,0,2013,\N,42,"Drama,Horror,Thriller",8.1,8894.0
tt2948634,Dead Weight,0,2013,\N,42,"Drama,Horror,Thriller",7.8,9112.0
tt2948636,Internment,0,2013,\N,42,"Drama,Horror,Thriller",8.9,10817.0
tt2948638,Too Far Gone,0,2013,\N,43,"Drama,Horror,Thriller",9.7,22744.0
tt2948712,Parlor,0,2015,\N,98,Horror,4.7,2135.0
tt2948738,BBQ Massacre,0,2013,\N,9,"Horror,Short",3.0,8.0
tt2948774,Reaper Reunion Special,0,2013,\N,28,Horror,8.7,96.0
tt2949196,i-Lived,0,2015,\N,97,"Horror,Mystery,Thriller",4.5,769.0
tt2949272,Karter,0,2013,\N,17,"Drama,Horror,Romance",6.5,6.0
tt2949614,Legacy of Thorn,0,2014,\N,97,"Action,Horror",4.0,327.0
tt2949890,Ruedoo ron nan chan tai,0,2013,\N,93,Horror,5.6,186.0
tt2950330,De poel,0,2014,\N,76,Horror,5.4,1258.0
tt2950342,Mr. Pickles,0,2013,2019,15,"Animation,Comedy,Horror",7.4,7005.0
tt2950842,Pigman,0,2013,\N,20,"Comedy,Horror,Short",8.0,6.0
tt2950952,The Breeder,0,2013,\N,11,"Action,Horror,Mystery",5.8,5.0
tt2950974,Apex,0,2013,\N,\N,"Drama,Horror,Sci-Fi",6.5,6.0
tt2951064,Amber in the Shadows,0,2013,\N,276,Horror,7.6,60.0
tt2951396,Run Like Hell,0,2014,\N,80,"Action,Horror,Thriller",3.5,340.0
tt2951458,Le Lavoir,0,2012,\N,9,"Comedy,Fantasy,Horror",9.6,5.0
tt2951616,The Demonic Tapes,0,2017,\N,71,Horror,3.8,126.0
tt2951676,Howl,0,2013,\N,20,"Drama,Horror,Short",7.1,11.0
tt2953092,Girl at the Door,0,2013,\N,12,"Crime,Horror,Short",6.8,24.0
tt2954158,Kra Deub,0,2010,\N,82,"Comedy,Fantasy,Horror",5.6,83.0
tt2954474,Visions,0,2015,\N,82,"Drama,Horror,Mystery",5.4,10050.0
tt2954856,80's Monster Claymation,0,2013,\N,3,"Animation,Horror,Short",5.2,5.0
tt2954892,Death Rot,0,2014,\N,112,"Horror,Mystery,Thriller",5.8,20.0
tt2955600,Little Reaper,0,2013,\N,11,"Comedy,Family,Horror",7.8,31.0
tt2957586,Slenderman,0,2012,\N,25,"Drama,Horror,Mystery",6.4,17.0
tt2958318,The Grey Matter,0,2014,\N,18,"Comedy,Horror,Romance",6.4,149.0
tt2959536,Apparition,0,2015,\N,100,"Fantasy,Horror,Thriller",4.0,546.0
tt2960440,The Garage,0,2014,\N,9,"Horror,Mystery,Short",6.8,12.0
tt2960486,Zyklon Zombie,0,2011,\N,45,Horror,7.0,9.0
tt2960780,The Tale of Cuthbert,0,2012,\N,5,"Comedy,Horror,Short",7.3,7.0
tt2960930,Extraterrestrial,0,2014,\N,101,"Action,Horror,Mystery",5.0,14755.0
tt2961174,The Whore Church Vol. 1,0,2012,\N,45,"Action,Comedy,Horror",7.5,72.0
tt2961362,Ascension,0,2013,\N,32,"Drama,Horror,Short",2.0,7.0
tt2961768,Moo-seo-woon I-ya-gi,0,2012,\N,108,Horror,5.7,558.0
tt2961802,Mu-seo-un Iyagi 2,0,2013,\N,95,Horror,5.5,287.0
tt2961944,Blaise,0,2012,\N,16,"Action,Horror,Short",7.2,9.0
tt2963072,Dead Island: Gut Wrenching,0,2011,\N,\N,"Animation,Drama,Horror",7.0,25.0
tt2963254,Salem,0,2014,2017,60,"Drama,Fantasy,Horror",7.2,22175.0
tt2965278,2057: Return to Zombie Island,0,2013,\N,\N,Horror,3.2,23.0
tt2965446,The Black Tape,0,2014,\N,92,"Crime,Horror,Mystery",5.6,103.0
tt2965466,Last Shift,0,2014,\N,88,"Horror,Mystery",5.8,17156.0
tt2965552,Sunnyside Up,0,2012,\N,8,"Horror,Short",8.8,12.0
tt2966874,Fiend Fatale,0,2013,\N,\N,"Adventure,Horror,Short",6.3,47.0
tt2967612,Little Girl Lost,0,2013,\N,25,"Family,Horror,Short",9.1,7.0
tt2967730,Chiller 13: Great American Slashers,0,2013,\N,90,"Documentary,Horror",7.4,27.0
tt2968136,Faraday,0,2013,\N,82,"Comedy,Fantasy,Horror",4.3,185.0
tt2968164,Tenmasan ga yuku,0,2013,2013,\N,"Comedy,Horror",6.3,12.0
tt2968348,Mirror Lake,0,2013,\N,22,"Drama,Horror,Short",5.5,8.0
tt2968898,Tähdet ovat väärin,0,2010,\N,63,"Comedy,Horror,Mystery",6.8,11.0
tt2969042,Sadisticum,0,2009,\N,56,Horror,3.8,56.0
tt2969480,Shi wo yobu onna,0,2013,\N,60,Horror,5.4,5.0
tt2970552,A Ópera do Cemitério,0,2013,\N,52,"Comedy,Horror,Musical",6.2,12.0
tt2971388,308,0,2013,\N,121,"Horror,Mystery,Thriller",6.4,96.0
tt2971414,Prema Katha Chitram,0,2013,\N,130,"Drama,Horror",7.1,791.0
tt2972982,The Sunderland Experiment,0,2014,\N,84,"Drama,Horror,Sci-Fi",4.2,228.0
tt2973032,Fire City: King of Miseries,0,2013,\N,9,"Horror,Short",5.9,31.0
tt2973154,Point of Infection,0,2012,\N,12,"Drama,Horror,Short",6.5,10.0
tt2973166,Frankenstein in Love,0,2013,\N,6,"Comedy,Horror,Short",4.5,11.0
tt2973506,Dolly Deadly,0,2016,\N,82,"Comedy,Drama,Horror",4.7,175.0
tt2973516,Deo web-toon: Ye-go sal-in,0,2013,\N,104,"Horror,Thriller",6.4,1713.0
tt2973536,Long Jamnam,0,2013,\N,\N,Horror,3.9,41.0
tt2973906,Houdini's Hand,0,2013,\N,20,Horror,5.4,8.0
tt2974190,The Dooms Chapel Horror,0,2016,\N,94,"Horror,Mystery,Thriller",3.5,227.0
