tconst,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt0112502,Bigfoot,0,2017,\N,\N,"Horror,Thriller",4.5,33.0
tt0164388,Shadow of a Candle,0,2008,\N,\N,"Horror,Short,Thriller",6.9,10.0
tt0200641,Flexing with Monty,0,2010,\N,90,"Comedy,Drama,Horror",3.8,241.0
tt0289146,T.M.A.,0,2009,\N,100,"Horror,Mystery,Thriller",4.6,164.0
tt0319115,Brothel,0,2008,\N,96,"Drama,Horror",4.1,222.0
tt0323808,The Wicker Tree,0,2011,\N,96,"Drama,Horror",3.8,2495.0
tt0339736,The Evil Within,0,2017,\N,98,Horror,5.6,3100.0
tt0353665,El libro de piedra,0,2009,\N,84,"Drama,Fantasy,Horror",3.9,139.0
tt0368563,Possession,0,2009,\N,90,"Drama,Horror,Mystery",5.5,7312.0
tt0369424,The Horror Vault,0,2008,\N,111,"Horror,Thriller",4.2,201.0
tt0382943,Return to Sleepaway Camp,0,2008,\N,86,"Comedy,Horror,Mystery",4.2,3767.0
tt0406759,The Eye,0,2008,\N,98,"Drama,Horror,Mystery",5.4,51707.0
tt0425141,It Came from Trafalgar,0,2009,\N,100,"Horror,Sci-Fi",6.6,45.0
tt0429658,Beneath the Mississippi,0,2008,\N,95,"Horror,Thriller",2.9,71.0
tt0431021,The Possession,0,2012,\N,92,"Horror,Mystery,Thriller",5.9,57173.0
tt0431402,Silo Killer 2: The Wrath of Kyle,0,2009,\N,90,"Comedy,Horror,Western",5.8,28.0
tt0431670,Cabeza de pescado,0,2009,\N,82,"Fantasy,Horror,Thriller",7.8,13.0
tt0432958,Monster Mountain,0,2012,\N,91,"Horror,Sci-Fi",3.4,87.0
tt0433533,Caleuche: El llamado del Mar,0,2012,\N,100,"Drama,Fantasy,Horror",4.8,198.0
tt0433787,L'apocalisse delle scimmie,0,2012,\N,\N,"Drama,Horror",6.4,12.0
tt0436154,Cabras,0,2009,\N,\N,"Horror,Music",6.8,5.0
tt0436230,The Devil Inside,0,2010,\N,\N,"Horror,Thriller",6.7,35.0
tt0439536,Death's Door,0,2008,\N,92,Horror,4.6,99.0
tt0443435,Autopsy,0,2008,\N,84,"Horror,Mystery,Thriller",5.0,6427.0
tt0443648,Something's Wrong in Kansas,0,2008,\N,83,"Horror,Thriller",6.6,36.0
tt0443701,The X Files: I Want to Believe,0,2008,\N,104,"Crime,Drama,Horror",5.9,88794.0
tt0445054,Les 7 jours du talion,0,2010,\N,105,"Crime,Drama,Horror",6.5,7301.0
tt0445939,The Burrowers,0,2008,\N,96,"Horror,Thriller,Western",5.7,7984.0
tt0447925,The Devil's Playhouse,0,2008,\N,\N,Horror,3.8,16.0
tt0447927,Dimples,0,2008,\N,88,"Horror,Mystery,Thriller",3.7,376.0
tt0449444,The Wicked,0,2008,\N,103,Horror,2.6,41.0
tt0450336,Town Creek,0,2009,\N,90,"Action,Fantasy,Horror",5.3,11567.0
tt0451154,The Passing,0,2011,\N,92,Horror,3.3,192.0
tt0451197,The Sickhouse,0,2008,\N,100,Horror,3.8,1044.0
tt0451201,Sludge,0,2017,\N,95,Horror,4.8,278.0
tt0454539,Risen,0,2008,\N,97,"Action,Horror,Thriller",4.0,139.0
tt0454787,Bloodbound,0,2009,\N,102,"Action,Horror",5.6,31.0
tt0454808,Demon Resurrection,0,2008,\N,90,Horror,4.2,172.0
tt0455407,The Crazies,0,2010,\N,101,"Adventure,Fantasy,Horror",6.5,111986.0
tt0456005,The Shrieking,0,2008,\N,\N,Horror,7.1,29.0
tt0460749,The Coffin,0,2008,\N,86,"Horror,Thriller",4.2,607.0
tt0460943,The Ritual,0,2009,\N,114,"Drama,Horror",3.7,107.0
tt0462232,Cold Storage,0,2009,\N,96,"Drama,Horror,Thriller",4.8,357.0
tt0462516,Satan Hates You,0,2010,\N,94,Horror,4.3,202.0
tt0464054,House at the End of the Drive,0,2014,\N,91,"Horror,Thriller",6.7,332.0
tt0464154,Piranha 3D,0,2010,\N,88,"Comedy,Fantasy,Horror",5.4,86096.0
tt0464966,Ghostwood,0,2008,\N,85,"Horror,Thriller",4.1,176.0
tt0465430,The Cottage,0,2008,\N,92,"Comedy,Crime,Horror",6.1,11939.0
tt0465673,Within: Terror Resides...,0,2011,\N,85,"Horror,Thriller",4.8,12.0
tt0466662,Alan Wake,0,2010,\N,\N,"Action,Adventure,Horror",8.5,5099.0
tt0471032,Sea of Dust,0,2008,\N,90,"Comedy,Fantasy,Horror",3.3,149.0
tt0472039,All Is Normal,0,2008,\N,\N,"Drama,Horror,Thriller",8.0,48.0
tt0472073,Don't Wake the Dead,0,2008,\N,78,Horror,2.9,218.0
tt0473267,Solstice,0,2008,\N,91,"Horror,Mystery",5.3,5966.0
tt0473287,Witchcraft 13: Blood of the Chosen,0,2008,\N,89,Horror,2.2,423.0
tt0473298,Biohazard 5,0,2009,\N,\N,"Action,Adventure,Horror",7.8,7446.0
tt0475323,The Lodge,0,2008,\N,83,"Horror,Thriller",3.9,1267.0
tt0475970,Creature of Darkness,0,2009,\N,81,"Horror,Sci-Fi",2.5,722.0
tt0476958,Amusement,0,2008,\N,85,"Crime,Horror,Mystery",4.9,11166.0
tt0478137,Desert of Blood,0,2008,\N,89,Horror,3.4,320.0
tt0478305,Triloquist,0,2008,\N,80,"Comedy,Horror",3.9,846.0
tt0478660,El horror de la dama del lago,0,2010,\N,90,"Fantasy,Horror,Thriller",6.2,10.0
tt0478855,Army of the Dead,0,2008,\N,89,"Action,Horror",2.6,809.0
tt0479201,Living Hell,0,2008,\N,92,"Action,Horror,Mystery",4.6,2143.0
tt0479204,Perfect Life,0,2010,\N,98,"Horror,Thriller",4.2,396.0
tt0479968,One Missed Call,0,2008,\N,87,"Horror,Mystery",4.0,30955.0
tt0482267,Susuk,0,2008,\N,110,"Horror,Thriller",5.5,86.0
tt0482599,Shutter,0,2008,\N,85,"Horror,Mystery,Thriller",5.3,32530.0
tt0482606,The Strangers,0,2008,\N,86,"Horror,Thriller",6.2,118473.0
tt0483539,The Eleventh Aggression,0,2009,\N,90,"Drama,Horror,Mystery",4.7,34.0
tt0485154,Spring Break Massacre,0,2008,\N,81,"Comedy,Horror,Thriller",3.5,404.0
tt0485782,The Thirst: Blood War,0,2008,\N,96,"Action,Comedy,Horror",2.6,312.0
tt0485924,Killing Ariel,0,2008,\N,90,"Horror,Thriller",4.8,667.0
tt0486592,Guardians,0,2009,\N,87,"Horror,Sci-Fi",2.7,245.0
tt0486619,Lynch Mob,0,2009,\N,99,Horror,4.8,187.0
tt0489018,Day of the Dead,0,2008,\N,86,"Action,Horror,Sci-Fi",4.5,20238.0
tt0489019,Dead and Gone,0,2008,\N,85,Horror,3.2,555.0
tt0489048,The Grift,0,2008,\N,109,"Action,Drama,Horror",4.9,221.0
tt0490236,The Invited,0,2010,\N,95,"Horror,Thriller",4.0,258.0
tt0490875,Dawning,0,2009,\N,70,Horror,4.3,28.0
tt0492044,The Haunting in Connecticut,0,2009,\N,92,"Drama,Horror,Mystery",5.9,59340.0
tt0493451,The Skeptic,0,2009,\N,89,"Horror,Thriller",5.6,3972.0
tt0494237,In Search of Lovecraft,0,2008,\N,98,Horror,2.5,240.0
tt0495024,Bad Blood,0,2012,\N,107,"Horror,Mystery,Romance",5.5,85.0
tt0495111,The Forest,0,2009,\N,88,"Drama,Horror,Thriller",5.1,112.0
tt0496310,Blood Ties: The Legend of Hammerhead,0,2009,\N,90,Horror,5.7,25.0
tt0496375,Prisoners of the Sun,0,2013,\N,85,"Action,Adventure,Horror",3.7,1211.0
tt0498381,Rings,0,2017,\N,102,"Drama,Horror,Mystery",4.5,37961.0
tt0758746,Friday the 13th,0,2009,\N,97,"Horror,Mystery,Thriller",5.5,98515.0
tt0758755,Immortally Yours,0,2009,\N,100,"Horror,Romance",2.1,674.0
tt0758796,The Violent Kind,0,2008,\N,85,"Horror,Thriller,War",2.8,144.0
tt0760169,Hallettsville,0,2009,\N,87,Horror,3.4,347.0
tt0762073,Bakjwi,0,2009,\N,134,"Drama,Fantasy,Horror",7.1,42913.0
tt0765452,Generator,0,2008,\N,\N,Horror,6.4,16.0
tt0765459,Horrorween,0,2011,\N,\N,"Comedy,Horror",4.1,129.0
tt0768222,Night of the Templar,0,2013,\N,101,"Horror,Mystery",5.7,5065.0
tt0770731,Chubby Killer,0,2009,\N,8,"Comedy,Horror,Short",6.2,39.0
tt0772179,Kill,0,2011,\N,90,"Comedy,Horror,Thriller",4.4,93.0
tt0772197,Reverb,0,2008,\N,88,Horror,3.9,750.0
tt0775440,Cell,0,2016,\N,98,"Action,Adventure,Horror",4.4,25689.0
tt0780645,War of the Dead,0,2011,\N,86,"Action,Adventure,Horror",4.1,2534.0
tt0780653,The Wolfman,0,2010,\N,103,"Drama,Fantasy,Horror",5.8,102870.0
tt0783493,Chiseled,0,2008,\N,80,Horror,4.6,51.0
tt0783501,Dark Honeymoon,0,2008,\N,89,"Drama,Horror,Thriller",4.0,460.0
tt0787485,Killer Pad,0,2008,\N,84,"Comedy,Horror",4.0,1390.0
tt0790686,Mirrors,0,2008,\N,110,"Horror,Mystery",6.2,102506.0
tt0790813,Natural Possession: Director's Cut,0,2008,\N,97,"Drama,Horror,Thriller",5.1,50.0
tt0791321,Live Evil,0,2009,\N,97,Horror,4.1,301.0
tt0795351,Case 39,0,2009,\N,109,"Horror,Mystery,Thriller",6.2,79592.0
tt0795461,Scary Movie 5,0,2013,\N,88,"Comedy,Horror",3.5,66255.0
tt0795463,Senseless,0,2008,\N,87,"Crime,Drama,Horror",5.8,1011.0
tt0796345,Orville,0,2009,\N,81,Horror,4.3,37.0
tt0797085,Visitante de invierno,0,2008,\N,95,"Horror,Thriller",5.4,221.0
tt0799975,Carnies,0,2010,\N,82,"Horror,Thriller",6.5,252.0
tt0802956,Bryan Loves You,0,2008,\N,92,Horror,2.1,291.0
tt0804443,Asylum,0,2008,\N,93,"Horror,Thriller",4.1,3475.0
tt0804539,Surviving Evil,0,2009,\N,90,"Action,Horror,Thriller",4.2,615.0
tt0805570,The Midnight Meat Train,0,2008,\N,98,"Horror,Mystery,Thriller",6.0,60400.0
tt0808223,El club de la muerte,0,2008,\N,75,"Drama,Horror",6.6,27.0
tt0810924,Knife Edge,0,2009,\N,90,"Horror,Thriller",4.6,1017.0
tt0811036,Reflections,0,2008,\N,16,"Crime,Drama,Horror",6.4,151.0
tt0811047,Rovdrift,0,2009,\N,90,"Horror,Thriller",3.4,191.0
tt0811124,The Lost Tribe,0,2009,\N,100,"Adventure,Horror,Thriller",3.8,1509.0
tt0812352,Nine Miles Down,0,2009,\N,86,"Horror,Mystery,Sci-Fi",5.4,3418.0
tt0814397,Academy of Doom,0,2008,\N,90,"Adventure,Horror",5.9,14.0
tt0815245,The Uninvited,0,2009,\N,87,"Drama,Fantasy,Horror",6.3,76607.0
tt0816523,High Stakes,0,2008,\N,85,Horror,4.3,23.0
tt0816556,Lake Mungo,0,2008,\N,87,"Drama,Horror,Mystery",6.3,18324.0
tt0816711,World War Z,0,2013,\N,116,"Action,Adventure,Horror",7.0,604526.0
tt0817517,The Resurrection,0,2008,\N,\N,"Drama,Horror",4.3,9.0
tt0819753,All That Is Hidden,0,2008,\N,120,Horror,6.0,10.0
tt0819755,Babysitter Wanted,0,2008,\N,93,"Horror,Thriller",5.4,7195.0
tt0822847,Priest,0,2011,\N,87,"Action,Horror,Thriller",5.7,115522.0
tt0826532,Return to Yucca Flats: Desert Man-Beast,0,2010,\N,79,"Comedy,Horror",6.0,20.0
tt0829251,No-Do,0,2009,\N,94,"Horror,Mystery",5.3,1249.0
tt0829278,Santeria: The Soul Possessed,0,2012,\N,82,Horror,2.6,115.0
tt0829442,The Wild Man of the Navidad,0,2008,\N,86,"Drama,Horror,Mystery",4.7,493.0
tt0830209,Darkness Waits,0,2009,\N,75,"Horror,Mystery,Thriller",6.5,21.0
tt0831377,Eat Your Heart Out,0,2008,\N,90,Horror,3.7,214.0
tt0832284,The Boneyard Collection,0,2008,\N,99,"Comedy,Horror",4.4,262.0
tt0837563,Pet Sematary,0,2019,\N,101,"Horror,Mystery,Thriller",5.7,82428.0
tt0837796,House,0,2008,\N,88,Horror,4.6,5578.0
tt0843852,Growing Out,0,2009,\N,106,"Comedy,Horror",3.9,319.0
tt0843858,Lady Godiva,0,2008,\N,89,"Horror,Romance",4.2,116.0
tt0844479,The Collector,0,2009,\N,90,"Action,Crime,Horror",6.4,58929.0
tt0844666,Blackout,0,2008,\N,120,"Horror,Mystery,Thriller",5.0,3657.0
tt0844708,The Last House on the Left,0,2009,\N,110,"Horror,Thriller",6.5,86230.0
tt0845952,The Legend of Harrow Woods,0,2008,\N,78,Horror,2.7,209.0
tt0847215,Neowolf,0,2010,\N,88,"Horror,Thriller",2.1,432.0
tt0848554,Travis,0,2016,\N,98,"Horror,Sci-Fi,Thriller",3.8,838.0
tt0850677,Jack & Diane,0,2012,\N,110,"Drama,Horror,Romance",4.4,2682.0
tt0850705,The Queen of Screams,0,2009,\N,\N,Horror,3.7,22.0
tt0854670,Credo,0,2008,\N,87,Horror,4.4,767.0
tt0858411,2001 Maniacs: Field of Screams,0,2010,\N,84,"Comedy,Horror",3.2,2257.0
tt0858422,Immortal Island,0,2011,\N,84,"Adventure,Horror,Thriller",5.4,89.0
tt0860516,Riaru onigokko,0,2008,\N,98,"Horror,Mystery,Sci-Fi",5.4,231.0
tt0860835,Closet Space,0,2008,\N,99,Horror,3.8,148.0
tt0861799,Fraid,0,2009,\N,87,"Crime,Drama,Horror",8.2,28.0
tt0862930,Dukun,0,2018,\N,108,"Horror,Thriller",6.8,401.0
tt0867295,From a Place of Darkness,0,2008,\N,84,"Drama,Horror,Thriller",3.6,221.0
tt0870176,October Moon 2: November Son,0,2008,\N,103,"Comedy,Drama,Horror",4.3,123.0
tt0870937,Open Graves,0,2009,\N,88,"Horror,Thriller",4.2,2953.0
tt0870984,Antichrist,0,2009,\N,108,"Drama,Horror,Thriller",6.6,117218.0
tt0871026,The Caretaker,0,2008,\N,82,"Comedy,Horror",3.5,468.0
tt0871865,I Can See You,0,2008,\N,97,"Horror,Mystery,Thriller",4.6,334.0
tt0872230,My Soul to Take,0,2010,\N,107,"Horror,Mystery,Thriller",4.8,19600.0
tt0873886,Red State,0,2011,\N,88,"Action,Crime,Horror",6.2,62213.0
tt0874279,Hangman,0,2009,\N,80,"Horror,Thriller",3.1,49.0
tt0874853,Angel's Blade,0,2008,\N,\N,Horror,4.8,32.0
tt0875613,Rift,0,2011,\N,100,"Horror,Thriller",2.5,411.0
tt0882780,The Intervention,0,2009,\N,\N,Horror,6.8,30.0
tt0883398,Dark Reel,0,2008,\N,109,"Comedy,Horror,Thriller",3.5,1027.0
tt0884214,Wreckage,0,2010,\N,87,"Horror,Thriller",4.2,1082.0
tt0884325,Drain Baby,0,2011,\N,\N,Horror,7.1,48.0
tt0886528,Rougge the Vampyre,0,2009,\N,28,"Drama,Horror,Short",8.7,6.0
tt0887143,Hyenas,0,2011,\N,92,Horror,2.7,969.0
tt0892051,Evil Angel,0,2009,\N,123,"Horror,Mystery,Thriller",5.4,1204.0
tt0892109,Trailer Park of Terror,0,2008,\N,98,Horror,5.2,3773.0
tt0892899,Outpost,0,2008,\N,90,"Action,Horror,Sci-Fi",5.8,16268.0
tt0893405,The Lights,0,2009,\N,87,Horror,4.6,89.0
tt0893532,Kill Theory,0,2009,\N,85,"Horror,Thriller",5.4,6825.0
tt0896533,Conjurer,0,2008,\N,100,"Horror,Thriller",4.8,1455.0
tt0896534,Deadgirl,0,2008,\N,101,Horror,5.6,18615.0
tt0896585,Yeti: Curse of the Snow Demon,0,2008,\N,87,"Action,Adventure,Horror",3.3,1850.0
tt0896815,Sam hoi tsam yan,0,2008,\N,118,"Drama,Fantasy,Horror",4.8,466.0
tt0896927,Eskalofrío,0,2008,\N,95,"Horror,Thriller",6.0,3256.0
tt0897347,The Echo,0,2008,\N,90,"Drama,Horror,Mystery",5.6,5487.0
tt0899128,100 Feet,0,2008,\N,96,"Horror,Mystery,Thriller",5.5,12064.0
tt0901504,Psych:9,0,2010,\N,98,"Horror,Mystery,Thriller",4.5,2125.0
tt0902262,Butchered,0,2010,\N,71,Horror,3.5,311.0
tt0902274,Death on Demand,0,2008,\N,90,Horror,3.3,431.0
tt0902290,I Sell the Dead,0,2008,\N,85,"Comedy,Horror",6.1,10391.0
tt0902312,Nite Tales: The Movie,0,2008,\N,93,"Horror,Thriller",4.0,285.0
tt0902456,Silent Vengeance,0,2011,\N,90,Horror,3.6,18.0
tt0902952,Acolytes,0,2008,\N,91,"Crime,Drama,Horror",5.6,2220.0
tt0903132,Amhurst,0,2008,\N,108,"Horror,Thriller",6.6,98.0
tt0905319,Blood: A Butcher's Tale,0,2010,\N,\N,Horror,6.9,110.0
tt0905372,The Thing,0,2011,\N,103,"Horror,Mystery,Sci-Fi",6.2,122798.0
tt0906734,The Broken,0,2008,\N,93,"Drama,Horror,Thriller",5.4,10397.0
tt0906788,Zombies! Zombies! Zombies!,0,2008,\N,82,"Comedy,Horror",3.8,2329.0
tt0907305,Proie,0,2010,\N,90,"Adventure,Drama,Horror",5.2,871.0
tt0907676,The Hills Run Red,0,2009,\N,81,"Horror,Mystery,Thriller",5.4,9472.0
tt0907681,Wicked Lake,0,2008,\N,95,Horror,2.9,1108.0
tt0910904,I Know How Many Runs You Scored Last Summer,0,2008,\N,80,"Comedy,Crime,Horror",3.5,538.0
tt0913951,Alone in the Dark II,0,2008,\N,87,"Fantasy,Horror,Thriller",2.6,4879.0
tt0914363,Dark Spirits,0,2008,\N,99,"Horror,Thriller",3.2,182.0
tt0914364,Deadwater,0,2008,\N,90,"Action,Horror,Thriller",3.8,1234.0
tt0914852,Monkeyman935,0,2010,\N,\N,Horror,6.8,11.0
tt0915460,Grizzly Park,0,2008,\N,91,"Adventure,Comedy,Horror",4.0,2270.0
tt0918554,Plaguers,0,2008,\N,86,"Horror,Sci-Fi",2.7,839.0
tt0918561,Dai yat gai,0,2008,\N,95,"Crime,Horror,Thriller",6.4,646.0
tt0918575,Victim,0,2010,\N,90,"Horror,Thriller",6.0,4170.0
tt0918627,The Cook,0,2008,\N,85,"Comedy,Horror",4.0,1210.0
tt0918630,Magus,0,2008,\N,91,"Fantasy,Horror",3.3,298.0
tt0922547,Parasomnia,0,2008,\N,103,"Horror,Thriller",5.2,2323.0
tt0923600,Baghead,0,2008,\N,84,"Comedy,Drama,Horror",6.0,4446.0
tt0923653,The Dead Undead,0,2010,\N,89,"Action,Horror,Sci-Fi",2.9,822.0
tt0923683,Encarnação do Demônio,0,2008,\N,94,Horror,6.0,1542.0
tt0923722,Hogzilla,0,2014,\N,90,Horror,3.2,271.0
tt0923824,Ogre,0,2008,\N,90,"Fantasy,Horror,Sci-Fi",3.7,1934.0
tt0924518,XII,0,2008,\N,81,"Horror,Thriller",4.2,507.0
tt0925245,Heatstroke,0,2008,\N,83,"Action,Horror,Sci-Fi",3.0,750.0
tt0926063,Dance of the Dead,0,2008,\N,87,"Action,Comedy,Horror",5.8,11232.0
tt0926129,Prom Night,0,2008,\N,88,"Horror,Mystery",3.9,34185.0
tt0926132,Road to Red,0,2020,\N,120,"Action,Adventure,Horror",4.1,499.0
tt0926341,Terror Inside,0,2008,\N,90,"Horror,Sci-Fi,Thriller",3.0,215.0
tt0928361,Wicked Wood,0,2009,\N,80,Horror,6.0,8.0
tt0928375,Legend of the Bog,0,2009,\N,90,"Horror,Thriller",3.1,1044.0
tt0929241,Portal,0,2009,\N,91,"Horror,Sci-Fi",3.5,447.0
tt0932672,Second Coming,0,2009,\N,89,"Action,Drama,Horror",3.6,647.0
tt0933876,June 9,0,2008,\N,95,"Horror,Mystery,Thriller",4.8,333.0
tt0936471,Transylmania,0,2009,\N,92,"Comedy,Horror",3.9,2558.0
tt0937233,No Exit,0,2008,\N,\N,"Drama,Horror,Thriller",4.3,28.0
tt0938284,Bane,0,2008,\N,120,"Horror,Sci-Fi",3.4,542.0
tt0938347,Virus Undead,0,2008,\N,95,"Crime,Fantasy,Horror",3.5,724.0
tt0940723,Linkeroever,0,2008,\N,102,"Drama,Horror,Mystery",6.0,2498.0
tt0942892,HellBilly 58,0,2009,\N,90,"Horror,Thriller",6.1,18.0
tt0942899,Pesticide,0,2008,\N,\N,"Action,Horror,Sci-Fi",6.7,26.0
tt0942904,The Uninvited,0,2008,\N,97,"Horror,Thriller",4.0,714.0
tt0944080,Call Back,0,2009,\N,92,"Horror,Thriller",3.9,203.0
tt0945587,ROT: Reunion of Terror,0,2008,\N,82,Horror,3.7,138.0
tt0946986,Un cazador de zombis,0,2008,\N,70,"Action,Comedy,Horror",3.3,123.0
tt0949888,The Morgue,0,2008,\N,84,"Horror,Thriller",3.0,892.0
tt0950749,Flick,0,2008,\N,92,"Comedy,Crime,Horror",4.9,315.0
tt0951259,Craig,0,2008,\N,100,"Drama,Horror,Thriller",3.5,266.0
tt0951335,The New Daughter,0,2009,\N,108,"Horror,Thriller",5.3,14327.0
tt0955392,Hot Rod Horror,0,2008,\N,88,"Action,Horror",2.6,142.0
tt0958863,Pink Eye,0,2008,\N,100,Horror,3.4,123.0
tt0959329,Nine Dead,0,2009,\N,98,"Crime,Drama,Horror",5.5,12616.0
tt0960066,The Black Waters of Echo's Pond,0,2009,\N,89,"Fantasy,Horror,Thriller",4.4,1116.0
tt0960855,Tales from the Dead,0,2008,\N,90,Horror,6.1,129.0
tt0960890,Zombie Strippers!,0,2008,\N,94,"Comedy,Horror,Sci-Fi",4.1,17673.0
tt0961119,Philosophy of a Knife,0,2008,\N,266,"Drama,Horror",4.5,1421.0
tt0961722,Cabin Fever 2: Spring Fever,0,2009,\N,86,Horror,4.3,12973.0
tt0961725,Devour,0,2011,\N,\N,Horror,4.5,19.0
tt0962711,The Objective,0,2008,\N,90,"Horror,Sci-Fi,Thriller",5.5,7821.0
tt0962728,Hobgoblins 2,0,2009,\N,92,"Comedy,Horror,Sci-Fi",2.3,294.0
tt0963194,Repo! The Genetic Opera,0,2008,\N,98,"Horror,Musical,Sci-Fi",6.6,23679.0
tt0963794,The Ruins,0,2008,\N,90,"Adventure,Fantasy,Horror",5.9,70661.0
tt0963878,Anxiety,0,2008,\N,130,"Horror,Thriller",4.0,13.0
tt0963947,Sacred Game,0,2009,\N,\N,"Horror,Thriller",7.9,10.0
tt0963948,Shroud,0,2009,\N,90,"Action,Drama,Horror",5.7,33.0
tt0964529,MindFlesh,0,2008,\N,71,"Horror,Sci-Fi,Thriller",3.6,251.0
tt0965378,Savaged,0,2008,\N,85,Horror,4.5,47.0
tt0969292,Little Red Devil,0,2008,\N,95,Horror,4.3,91.0
tt0970453,Spike,0,2008,\N,80,"Fantasy,Horror,Romance",3.2,397.0
tt0970520,Mutant Vampire Zombies from the 'Hood!,0,2008,\N,90,"Action,Comedy,Horror",3.8,375.0
tt0972359,Baby Blues,0,2008,\N,85,"Drama,Horror,Thriller",5.8,2221.0
tt0973809,Headhunter: The Assessment Weekend,0,2010,\N,93,"Action,Horror,Mystery",3.3,179.0
tt0973836,Fragment,0,2009,\N,88,"Horror,Sci-Fi,Thriller",3.4,188.0
tt0974536,Chemical Wedding,0,2008,\N,109,"Horror,Mystery,Sci-Fi",4.8,1497.0
tt0974977,Bad Biology,0,2008,\N,85,"Comedy,Horror",4.7,3957.0
tt0977669,The Vanguard,0,2008,\N,89,"Action,Horror,Sci-Fi",3.2,1444.0
tt0979435,The Recovered,0,2008,\N,82,Horror,6.0,147.0
tt0981013,Heredity,0,2010,\N,\N,"Horror,Thriller",6.5,31.0
tt0981224,Midnight Movie,0,2008,\N,82,"Fantasy,Horror,Thriller",5.1,3916.0
tt0983250,You're Nobody 'til Somebody Kills You,0,2012,\N,86,"Horror,Thriller",3.1,176.0
tt0984183,Copley: An American Fairytale,0,2008,\N,72,"Horror,Mystery,Thriller",7.1,48.0
tt0984229,Slices,0,2008,\N,108,"Horror,Sci-Fi",2.6,291.0
tt0985023,Black Mirror 2,0,2010,\N,\N,"Adventure,Horror,Mystery",7.9,148.0
tt0985025,Dark Floors,0,2008,\N,85,"Action,Fantasy,Horror",4.5,6598.0
tt0985050,Darkness Surrounds Roberta,0,2008,\N,\N,"Horror,Mystery,Thriller",4.4,76.0
tt0985060,Night Crawlers,0,2009,\N,76,"Comedy,Horror",3.7,156.0
tt0986228,Evil on Queen Street,0,2008,\N,103,Horror,3.8,13.0
tt0986267,Thy Kingdom Come,0,2008,\N,\N,Horror,5.2,49.0
tt0986268,Torment,0,2008,\N,88,Horror,2.8,218.0
tt0988043,One-Eyed Monster,0,2008,\N,84,"Comedy,Horror,Sci-Fi",4.2,2347.0
tt0988083,Killer Movie,0,2008,\N,93,"Comedy,Horror,Mystery",4.5,2686.0
tt0988133,The Sickness,0,2008,\N,90,"Drama,Horror",3.6,16.0
tt0988655,A Flat,0,2010,\N,103,"Drama,Horror,Romance",4.6,204.0
tt0988849,Donkey Punch,0,2008,\N,99,"Crime,Drama,Horror",5.1,10605.0
tt0988858,The Gainesville Ripper,0,2010,\N,90,Horror,5.9,37.0
tt0990363,Detention,0,2010,\N,81,"Horror,Thriller",3.0,899.0
tt0993841,Dead Air,0,2009,\N,90,"Horror,Sci-Fi,Thriller",5.2,2224.0
tt0995863,Rest Stop: Don't Look Back,0,2008,\N,89,"Horror,Thriller",4.7,3957.0
tt0996913,Attack of the Giant Leeches,0,2008,\N,78,"Comedy,Drama,Horror",1.5,235.0
tt0996934,Farm House,0,2008,\N,95,"Horror,Mystery,Thriller",5.5,2323.0
tt0996967,Otis,0,2008,\N,100,"Comedy,Crime,Horror",6.0,4893.0
tt0996979,Alien Raiders,0,2008,\N,85,"Action,Horror,Sci-Fi",5.6,8570.0
tt0997143,Bled,0,2009,\N,95,Horror,2.9,910.0
tt0997276,Der goldene Nazivampir von Absam 2 - Das Geheimnis von Schloß Kottlitz,0,2008,\N,45,"Comedy,Horror",4.6,316.0
tt0999970,Chronicles of an Exorcism,0,2008,\N,90,Horror,3.2,209.0
tt0999972,The Fear Chamber,0,2009,\N,80,Horror,3.3,475.0
tt10003008,The Rental,0,2020,\N,88,"Drama,Horror,Mystery",5.7,18604.0
tt10004108,Sacrifice,0,2020,\N,87,"Horror,Mystery,Thriller",4.6,309.0
tt10004744,Chapter One: The Singing Bones,0,2020,\N,\N,"Drama,Horror",8.4,9.0
tt10004944,Aporia,0,2019,\N,85,"Action,Adventure,Horror",5.0,106.0
tt10006124,Innsmouth x,0,2019,\N,\N,"Fantasy,Horror,Sci-Fi",6.8,8.0
tt10006382,She Must Vanish,0,2019,\N,14,"Horror,Short",6.0,17.0
tt10008800,Peopling,0,2019,\N,\N,"Horror,Short",5.3,25.0
tt10008924,The Bystander,0,2016,\N,10,"Horror,Short",8.5,6.0
tt10009030,Snatchers,0,2019,\N,96,"Comedy,Horror,Sci-Fi",5.8,2522.0
tt10009718,The Loop,0,2019,\N,\N,"Horror,Short",5.8,9.0
tt10011244,My Neighbor Wants Me Dead,0,2019,\N,51,"Comedy,Fantasy,Horror",6.0,12.0
tt10011456,The Knifeman,0,2019,\N,2,"Crime,Horror,Short",8.7,6.0
tt1001333,Carver,0,2008,\N,97,Horror,4.5,2614.0
tt10015040,Alien: Harvest,0,2019,\N,9,"Horror,Sci-Fi,Short",6.4,505.0
tt10015432,Forest of the Dead Sharks,0,2019,\N,50,"Action,Comedy,Horror",7.4,358.0
tt10015596,Toilet of Satan,0,2019,\N,4,"Comedy,Fantasy,Horror",8.4,108.0
tt10015812,Death Whisper,0,2019,\N,91,Horror,6.4,176.0
tt10021582,A Deadly Legend,0,2020,\N,97,Horror,2.6,105.0
